task_id,model,success,outcome,primary_class,stall_subclass,asterisk,steps,optimal_steps,steps_over_bfs_min,progress_score,coverage,unique_tiles,invalid_actions,n_parse_fail,input_tokens,output_tokens,total_tokens,thinking_tokens_est,tokens_per_new_tile,latency_median_s,grid_size,topology,condition,chain_depth,n_keys,n_doors,n_switches,n_gates,n_distractors,trajectory_ref
r1_D2_8x8_corridor_wrong_ky_inactive_sb_sg_kr_1,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,39,29,1.345,0.25,0.2857,6,32,0,26155,67485,93640,66960,11247.5,484.8,8,winding,D,2,2,1,2,1,2,Multinet-v2-results/r1-20260717/runs/r1_D2_8x8_corridor_wrong_ky_inactive_sb_sg_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_D2_8x8_corridor_wrong_ky_inactive_sb_sg_kr_1,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,46,29,1.586,0.25,0.2857,6,17,0,25480,983558,1009038,982941,163926.3,542.4,8,winding,D,2,2,1,2,1,2,Multinet-v2-results/r1-20260717/runs/r1_D2_8x8_corridor_wrong_ky_inactive_sb_sg_kr_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_D3_10x10_dense_deadend_ky_dy_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,58,23,2.522,0.25,0.1471,5,16,0,31819,965514,997333,965141,193102.8,637.7,10,dense_dead_ends,D,0,1,1,0,0,1,Multinet-v2-results/r1-20260717/runs/r1_D3_10x10_dense_deadend_ky_dy_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_D3_10x10_dense_deadend_ky_dy_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,54,23,2.348,0.1875,0.1176,4,50,0,45507,73167,118674,72012,18291.8,454.7,10,dense_dead_ends,D,0,1,1,0,0,1,Multinet-v2-results/r1-20260717/runs/r1_D3_10x10_dense_deadend_ky_dy_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_D3_10x10_dense_deadend_ky_dy_1,kimi-k2.6,False,stall_kill,immediate_stall,spin_in_place,,30,23,1.304,0.0,0.0294,1,13,3,22257,588900,611157,588444,588900.0,2793.9,10,dense_dead_ends,D,0,1,1,0,0,1,Multinet-v2-results/r1-20260717/runs/r1_D3_10x10_dense_deadend_ky_dy_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_10x10_corridor_kr_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,105,45,2.333,0.4857,0.5,18,23,0,60094,1607158,1667252,1606488,89286.6,610.2,10,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_10x10_corridor_kr_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_10x10_corridor_kr_1,claude-opus-4-8,True,solved,solved,,,66,45,1.467,1.0,1.0,36,19,0,57141,84638,141779,83600,2351.1,424.7,10,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_10x10_corridor_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_10x10_corridor_kr_1,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,57,45,1.267,0.1714,0.1944,7,17,1,42470,1274046,1316516,1272806,182006.6,2350.7,10,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_10x10_corridor_kr_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_10x10_dense_kr_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,76,44,1.727,0.3636,0.2727,9,21,0,42065,1097951,1140016,1097461,121994.6,527.7,10,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_10x10_dense_kr_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_10x10_dense_kr_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,34,44,0.773,0.0909,0.0909,3,31,0,28138,8358,36496,8054,2786.0,455.0,10,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_10x10_dense_kr_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_10x10_dense_kr_0,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,79,44,1.795,0.2273,0.1818,6,30,1,58032,1748804,1806836,1747683,291467.3,1790.7,10,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_10x10_dense_kr_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_14x14_corridor_kr_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,63,85,0.741,0.0,0.1538,12,14,0,58632,1123502,1182134,1123097,93625.2,686.4,14,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_corridor_kr_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_14x14_corridor_kr_0,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,41,85,0.482,0.0,0.1538,12,30,0,52369,8305,60674,8018,692.1,484.2,14,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_corridor_kr_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_14x14_corridor_kr_0,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,67,85,0.788,0.0,0.1282,10,15,3,81880,1460856,1542736,1460195,146085.6,2502.2,14,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_corridor_kr_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_14x14_corridor_kr_1,Qwen_Qwen3.6-27B,False,stall_kill,immediate_stall,mixed_churn,,43,91,0.473,0.039,0.0513,4,19,0,39261,687678,726939,687403,171919.5,615.8,14,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_corridor_kr_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_14x14_corridor_kr_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,30,91,0.33,0.0,0.0128,1,30,0,36907,8803,45710,8593,8803.0,484.2,14,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_corridor_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_14x14_corridor_kr_1,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,61,91,0.67,0.1429,0.1538,12,10,1,71653,929234,1000887,927583,77436.2,2292.0,14,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_corridor_kr_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_14x14_dense_kr_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,short_loop_oscillation,,92,80,1.15,0.125,0.1067,8,22,0,85808,1417134,1502942,1416538,177141.8,594.8,14,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_dense_kr_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_14x14_dense_kr_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,32,80,0.4,0.0357,0.04,3,30,0,40123,7059,47182,6835,2353.0,469.5,14,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_dense_kr_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_14x14_dense_kr_0,kimi-k2.6,False,stall_kill,immediate_stall,spin_in_place,,50,80,0.625,0.0179,0.0267,2,19,2,59073,1084841,1143914,1084341,542420.5,2516.7,14,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_dense_kr_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_14x14_dense_kr_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,78,69,1.13,0.1515,0.0833,6,21,0,72674,1368650,1441324,1368157,228108.3,708.2,14,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_dense_kr_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_14x14_dense_kr_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,31,69,0.449,0.0303,0.0278,2,30,0,38436,13989,52425,13731,6994.5,484.3,14,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_dense_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_14x14_dense_kr_1,kimi-k2.6,False,stall_kill,immediate_stall,wall_walking,,49,69,0.71,0.0909,0.0556,4,28,1,57586,878172,935758,877326,219543.0,2556.7,14,dense_dead_ends,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_14x14_dense_kr_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_8x8_corridor_kr_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,wall_walking,,60,27,2.222,0.35,0.381,8,26,0,25064,851136,876200,850758,106392.0,545.4,8,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_8x8_corridor_kr_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_8x8_corridor_kr_0,claude-opus-4-8,True,solved,solved,,,30,27,1.111,1.0,1.0,21,3,0,20069,66575,86644,65451,3170.2,485.0,8,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_8x8_corridor_kr_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_8x8_corridor_kr_0,kimi-k2.6,False,stall_kill,late_stall,wall_walking,,66,27,2.444,0.4,0.4286,9,33,1,37709,1277683,1315392,1277141,141964.8,2393.3,8,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_8x8_corridor_kr_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M1_8x8_corridor_kr_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,38,28,1.357,0.25,0.2857,6,8,0,15583,563426,579009,563185,93904.3,580.6,8,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_8x8_corridor_kr_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M1_8x8_corridor_kr_1,claude-opus-4-8,True,solved,solved,,,47,28,1.679,1.0,1.0,21,9,0,31963,46757,78720,46044,2226.5,454.8,8,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_8x8_corridor_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M1_8x8_corridor_kr_1,kimi-k2.6,False,bfs_cap_kill,productive_wander_cap,,,84,28,3.0,0.55,0.5714,12,26,5,47559,1882374,1929933,1881470,156864.5,2278.0,8,winding,M,1,1,1,0,0,0,Multinet-v2-results/r1-20260717/runs/r1_M1_8x8_corridor_kr_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_10x10_corridor_sg_1,Qwen_Qwen3.6-27B,False,bfs_cap_kill,productive_wander_cap,,,132,44,3.0,0.7143,0.7222,26,20,0,74812,1940704,2015516,1939862,74642.5,564.5,10,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_10x10_corridor_sg_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_10x10_corridor_sg_1,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,36,44,0.818,0.1429,0.1667,6,29,0,30265,32458,62723,31895,5409.7,469.9,10,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_10x10_corridor_sg_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_10x10_corridor_sg_1,kimi-k2.6,False,stall_kill,late_stall,short_loop_oscillation,,41,44,0.932,0.1429,0.1667,6,8,2,31071,763565,794636,763116,127260.8,2641.1,10,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_10x10_corridor_sg_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_10x10_dense_sg_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,47,43,1.093,0.2273,0.1818,6,9,0,25872,717997,743869,717698,119666.2,576.7,10,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_10x10_dense_sg_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_10x10_dense_sg_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,33,43,0.767,0.0909,0.0909,3,30,0,27297,32663,59960,32264,10887.7,455.1,10,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_10x10_dense_sg_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_10x10_dense_sg_0,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,61,43,1.419,0.3636,0.2727,9,16,3,46247,1578731,1624978,1578190,175414.6,2277.3,10,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_10x10_dense_sg_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_14x14_corridor_sg_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,62,84,0.738,0.0,0.141,11,9,0,57692,1119696,1177388,1119292,101790.5,689.2,14,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_corridor_sg_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_14x14_corridor_sg_0,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,41,84,0.488,0.0,0.1538,12,30,0,52369,6741,59110,6454,561.8,484.2,14,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_corridor_sg_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_14x14_corridor_sg_0,kimi-k2.6,False,stall_kill,immediate_stall,mixed_churn,,43,84,0.512,0.0,0.0385,3,12,0,49175,871039,920214,870622,290346.3,2640.0,14,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_corridor_sg_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_14x14_corridor_sg_1,Qwen_Qwen3.6-27B,False,stall_kill,immediate_stall,mixed_churn,,46,90,0.511,0.039,0.0513,4,11,0,42156,723484,765640,723189,180871.0,587.0,14,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_corridor_sg_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_14x14_corridor_sg_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,30,90,0.333,0.0,0.0128,1,29,0,36904,6947,43851,6738,6947.0,484.2,14,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_corridor_sg_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_14x14_corridor_sg_1,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,75,90,0.833,0.2857,0.2949,23,19,2,89392,1269924,1359316,1268028,55214.1,2517.6,14,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_corridor_sg_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_14x14_dense_sg_0,Qwen_Qwen3.6-27B,False,stall_kill,immediate_stall,spin_in_place,,32,79,0.405,0.0357,0.04,3,14,0,28844,425994,454838,425788,141998.0,513.1,14,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_dense_sg_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_14x14_dense_sg_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,32,79,0.405,0.0357,0.04,3,30,0,40123,7466,47589,7242,2488.7,469.5,14,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_dense_sg_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_14x14_dense_sg_0,kimi-k2.6,False,stall_kill,late_stall,spin_in_place,,54,79,0.684,0.1071,0.0933,7,23,2,64776,1107581,1172357,1107227,158225.9,2440.5,14,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_dense_sg_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_14x14_dense_sg_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,82,68,1.206,0.2121,0.1111,8,19,0,76268,1354274,1430542,1353757,169284.2,660.6,14,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_dense_sg_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_14x14_dense_sg_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,31,68,0.456,0.0303,0.0278,2,30,0,38436,10765,49201,10548,5382.5,484.4,14,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_dense_sg_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_14x14_dense_sg_1,kimi-k2.6,False,stall_kill,late_stall,wall_walking,,40,68,0.588,0.1212,0.0694,5,17,0,45781,877476,923257,877213,175495.2,2579.4,14,dense_dead_ends,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_14x14_dense_sg_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_8x8_corridor_sg_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,66,26,2.538,0.45,0.4762,10,14,0,27413,1001409,1028822,1000985,100140.9,593.0,8,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_8x8_corridor_sg_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_8x8_corridor_sg_0,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,42,26,1.615,0.45,0.4762,10,23,0,28226,207547,235773,204094,20754.7,470.1,8,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_8x8_corridor_sg_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_8x8_corridor_sg_0,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,37,26,1.423,0.2,0.2381,5,7,2,21387,652945,674332,652713,130589.0,2518.8,8,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_8x8_corridor_sg_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M2_8x8_corridor_sg_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,51,27,1.889,0.25,0.2857,6,10,0,21097,728402,749499,728085,121400.3,551.1,8,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_8x8_corridor_sg_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M2_8x8_corridor_sg_1,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,37,27,1.37,0.25,0.2857,6,16,0,24766,94447,119213,92922,15741.2,484.8,8,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_8x8_corridor_sg_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M2_8x8_corridor_sg_1,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,43,27,1.593,0.2,0.2381,5,13,2,24806,850010,874816,849744,170002.0,2641.8,8,winding,M,1,0,0,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M2_8x8_corridor_sg_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M3_10x10_dense_kr_sg_0,Qwen_Qwen3.6-27B,False,stall_kill,immediate_stall,spin_in_place,,60,53,1.132,0.0909,0.0909,3,16,0,32424,1050504,1082928,1050127,350168.0,655.3,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_10x10_dense_kr_sg_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M3_10x10_dense_kr_sg_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,35,53,0.66,0.0909,0.0909,3,32,0,28979,10884,39863,10640,3628.0,454.9,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_10x10_dense_kr_sg_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M3_10x10_dense_kr_sg_0,kimi-k2.6,False,stall_kill,immediate_stall,mixed_churn,,42,53,0.792,0.1364,0.1212,4,15,0,29922,1052308,1082230,1051863,263077.0,2579.7,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_10x10_dense_kr_sg_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M3_10x10_dense_kr_sg_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,56,42,1.333,0.1905,0.1471,5,15,0,30541,925440,955981,925088,185088.0,648.9,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_10x10_dense_kr_sg_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M3_10x10_dense_kr_sg_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,34,42,0.81,0.1429,0.1176,4,30,0,28527,16302,44829,15888,4075.5,455.0,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_10x10_dense_kr_sg_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M3_10x10_dense_kr_sg_1,kimi-k2.6,False,stall_kill,late_stall,wall_walking,,81,42,1.929,0.3333,0.2647,9,39,1,59463,1881928,1941391,1881294,209103.1,2441.6,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_10x10_dense_kr_sg_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M3_14x14_dense_kr_sg_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,51,87,0.586,0.1786,0.1467,11,13,0,47207,731462,778669,731125,66496.5,554.9,14,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_14x14_dense_kr_sg_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M3_14x14_dense_kr_sg_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,32,87,0.368,0.0357,0.04,3,30,0,40123,9483,49606,9259,3161.0,469.4,14,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_14x14_dense_kr_sg_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M3_14x14_dense_kr_sg_0,kimi-k2.6,False,stall_kill,late_stall,mixed_churn,,73,87,0.839,0.1607,0.1333,10,20,4,89477,1438374,1527851,1437663,143837.4,2517.7,14,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_14x14_dense_kr_sg_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M3_8x8_corridor_kr_sg_1,Qwen_Qwen3.6-27B,False,bfs_cap_kill,productive_wander_cap,,,87,29,3.0,0.45,0.4762,10,13,0,35979,1390281,1426260,1389729,139028.1,619.8,8,winding,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_8x8_corridor_kr_sg_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M3_8x8_corridor_kr_sg_1,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,55,29,1.897,0.35,0.381,8,34,0,37340,118968,156308,116673,14871.0,454.4,8,winding,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_8x8_corridor_kr_sg_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M3_8x8_corridor_kr_sg_1,kimi-k2.6,False,bfs_cap_kill,productive_wander_cap,,,87,29,3.0,0.6,0.619,13,34,2,50070,2029903,2079973,2028927,156146.4,2278.0,8,winding,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M3_8x8_corridor_kr_sg_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M4_10x10_dense_sg_kr_0,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,mixed_churn,,92,53,1.736,0.3636,0.2727,9,27,0,51224,1518403,1569627,1517814,168711.4,642.2,10,dense,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_10x10_dense_sg_kr_0/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M4_10x10_dense_sg_kr_0,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,34,53,0.642,0.0909,0.0909,3,31,0,28123,38016,66139,37417,12672.0,454.8,10,dense,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_10x10_dense_sg_kr_0/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M4_10x10_dense_sg_kr_0,kimi-k2.6,False,stall_kill,late_stall,wall_walking,,68,53,1.283,0.3636,0.2727,9,25,1,50081,1495355,1545436,1494381,166150.6,2489.9,10,dense,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_10x10_dense_sg_kr_0/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M4_10x10_dense_sg_kr_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,39,42,0.929,0.1905,0.1471,5,10,0,21327,662235,683562,661989,132447.0,626.4,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_10x10_dense_sg_kr_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M4_10x10_dense_sg_kr_1,claude-opus-4-8,False,stall_kill,immediate_stall,wall_walking,,35,42,0.833,0.1429,0.1176,4,31,0,29376,17022,46398,16584,4255.5,455.2,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_10x10_dense_sg_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
r1_M4_10x10_dense_sg_kr_1,kimi-k2.6,False,stall_kill,late_stall,spin_in_place,,101,42,2.405,0.3333,0.2647,9,30,4,75682,2311163,2386845,2310123,256795.9,1805.3,10,dense_dead_ends,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_10x10_dense_sg_kr_1/minigrid/kimi-k2.6/seed_0/default/episode.json
r1_M4_8x8_corridor_sg_kr_1,Qwen_Qwen3.6-27B,False,stall_kill,late_stall,spin_in_place,,48,29,1.655,0.25,0.2857,6,17,0,19331,779602,798933,779299,129933.7,609.7,8,winding,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_8x8_corridor_sg_kr_1/minigrid/Qwen_Qwen3.6-27B/seed_0/default/episode.json
r1_M4_8x8_corridor_sg_kr_1,claude-opus-4-8,False,stall_kill,late_stall,wall_walking,,38,29,1.31,0.25,0.2857,6,29,0,25482,88869,114351,87923,14811.5,484.9,8,winding,M,2,1,1,1,1,0,Multinet-v2-results/r1-20260717/runs/r1_M4_8x8_corridor_sg_kr_1/minigrid/claude-opus-4-8/seed_0/default/episode.json
